아쿠레이리 공항,아이슬란드,유럽,65.66000366,-18.0727005
에질스타더 공항,아이슬란드,유럽,65.28330231,-14.40139961
호나표드르 공항,아이슬란드,유럽,64.295601,-15.2272
후자빅 공항,아이슬란드,유럽,65.952301,-17.426001
이사표도르 공항,아이슬란드,유럽,66.05809784,-23.13529968
케이플라비크 국제공항,아이슬란드,유럽,63.98500061,-22.60560036
레이캬비크 공항,아이슬란드,유럽,64.12999725,-21.94059944
베스트만네이야 공항,아이슬란드,유럽,63.42430115,-20.27890015
너나이모 공항,캐나다,북미,49.05497022,-123.8698626
디어 레이크 지역 공항,캐나다,북미,49.21080017,-57.39139938
에드먼턴 국제공항,캐나다,북미,53.30970001,-113.5800018
프레데릭튼 공항,캐나다,북미,45.8689003,-66.53720093
존 C. 먼론 해밀턴 공항,캐나다,북미,43.17359924,-79.93499756
핼리팩스 로버트 스탠필드 국제공항,캐나다,북미,44.88079834,-63.50859833
캄룹스 공항,캐나다,북미,50.70220184,-120.4440002
켈로너,캐나다,북미,49.95610046,-119.3779984
포트맥머레이 공항,캐나다,북미,56.65330124,-111.2220001
미라벨 공항,캐나다,북미,45.679501,-74.038696
오타와 맥도날 카티어 국제공항,캐나다,북미,45.32249832,-75.66919708
퀘벡 시티 장 레사지 국제공항,캐나다,북미,46.7911,-71.393303
그레이터 몽튼 국제공항,캐나다,북미,46.11220169,-64.6785965
코목스 공항,캐나다,북미,49.71080017,-124.887001
레지나 국제공항,캐나다,북미,50.43190002,-104.6660004
갠더 국제공항,캐나다,북미,48.93690109,-54.56809998
세인트존 공항,캐나다,북미,45.31610107,-65.89029694
빌리비숍 토론토 시티 공항,캐나다,북미,43.627499,-79.396202
몬트리얼 피에르 엘리엇 트루도 국제공항,캐나다,북미,45.47060013,-73.74079895
밴쿠버 국제공항,캐나다,북미,49.19390106,-123.1839981
위니펙 제임스 암스트롱 리챠슨 국제공항,캐나다,북미,49.90999985,-97.23989868
크랜브룩 캐나디안 록키 국제공항,캐나다,북미,49.6108017,-115.7819977
사스카툰 존 G. 디이픈베이커 국제공항,캐나다,북미,52.17079926,-106.6999969
메디슨햇 공항,캐나다,북미,50.01890182,-110.7210007
프린스죠지 공항,캐나다,북미,53.88940048,-122.6790009
런던 국제공항,캐나다,북미,43.035599,-81.1539
애보트포드 국제공항,캐나다,북미,49.02529907,-122.3610001
에릭 닐슨 화이트호스 국제공항,캐나다,북미,60.70959854,-135.0670013
캘거리 국제공항,캐나다,북미,51.11389923,-114.0199966
샬롯타운 공항,캐나다,북미,46.29000092,-63.12110138
빅토리아 국제공항,캐나다,북미,48.64690018,-123.4260025
산존스 공항,캐나다,북미,47.61859894,-52.75189972
피어슨 국제공항,캐나다,북미,43.67720032,-79.63059998
수우맘 공항,알제리,아프리카,36.7120018,5.069920063
훼리 부미딘 공항,알제리,아프리카,36.69100189,3.215409994
타만라셋 공항,알제리,아프리카,22.81150055,5.451079845
지젤 퍼헷 하버스 공항,알제리,아프리카,36.79510117,5.87361002
메케리아 공항,알제리,아프리카,33.53590012,-0.2423530072
레 살린 공항,알제리,아프리카,36.822201,7.809174
아인 엘 베이 공항,알제리,아프리카,36.27600098,6.620389938
테싸 공항,알제리,아프리카,35.43159866,8.12071991
부체키프 공항,알제리,아프리카,35.34109879,1.463150024
틴도프 공항,알제리,아프리카,27.7003994,-8.167099953
클레프 국제공항,알제리,아프리카,36.21269989,1.331769943
제너타 공항,알제리,아프리카,35.01670074,-1.450000048
에 세니아 공항,알제리,아프리카,35.62390137,-0.6211829782
기리스 공항,알제리,아프리카,35.20769882,0.147141993
투앗 공항,알제리,아프리카,27.83760071,-0.1864140034
비스크라 공항,알제리,아프리카,34.79330063,5.738230228
이라야 공항,알제리,아프리카,31.67300034,6.140439987
티미먼 공항,알제리,아프리카,29.2371006,0.2760330141
캐드훈 공항,베냉,아프리카,6.357230186,2.384350061
와가두구 공항,부르키나 파소,아프리카,12.3532,-1.51242
보르고 공항,부르키나 파소,아프리카,11.16009998,-4.33096981
코타카 공항,가나,아프리카,5.6051898,-0.1667860001
펠릭스 우후에 보아니 공항,코트디부아르,아프리카,5.261390209,-3.926290035
아부자 국제공항,나이지리아,아프리카,9.006790161,7.263169765
아쿠레 공항,나이지리아,아프리카,7.246739864,5.301010132
베닌 공항,나이지리아,아프리카,6.316979885,5.599500179
매그렛 익포 국제공항,나이지리아,아프리카,4.976019859,8.347200394
아쿠누 이비암 국제공항,나이지리아,아프리카,6.474269867,7.56196022
이바단 공항,나이지리아,아프리카,7.362460136,3.978329897
일로린 국제공항,나이지리아,아프리카,8.440210342,4.493919849
조스 공항,나이지리아,아프리카,9.639829636,8.869050026
카두나 국제공항,나이지리아,아프리카,10.6960001,7.320109844
말람 아미뉴 카노 국제공항,나이지리아,아프리카,12.0476,8.52462
마이두구리 국제공항,나이지리아,아프리카,11.85529995,13.08090019
마쿠르디 공군기지,나이지리아,아프리카,7.70388,8.61394
무탈라 무하메드 공항,나이지리아,아프리카,6.577370167,3.321160078
민나 공항,나이지리아,아프리카,9.652170181,6.462259769
포트하커트 국제공항,나이지리아,아프리카,5.015490055,6.949590206
다식 아브바카 더 서드 국제공항,나이지리아,아프리카,12.91629982,5.207190037
욜라 공항,나이지리아,아프리카,9.25755024,12.43039989
마라디 공항,니제르,아프리카,13.50249958,7.126749992
디오리 히머니 국제공항,니제르,아프리카,13.4815,2.18361
타후아 공항,니제르,아프리카,14.8757,5.265359879
마노다약 국제공항,니제르,아프리카,16.9659996,8.000109673
진더 공항,니제르,아프리카,13.77900028,8.98375988
후비브 부르기바 국제공항,튀니지,아프리카,35.7580986,10.75469971
튀니스 카르타쥐 국제공항,튀니지,아프리카,36.85100174,10.22719955
가프사 공항,튀니지,아프리카,34.42200089,8.822500229
게이브스 공항,튀니지,아프리카,33.87689972,10.10330009
멀리타 공항,튀니지,아프리카,33.875,10.7755003
엘 마오우 공항,튀니지,아프리카,34.7179985,10.69099998
네플라 공항,튀니지,아프리카,33.93970108,8.110560417
로메 토쿠완 공항,토고,아프리카,6.165609837,1.254510045
앤트워프 국제공항,벨기에,유럽,51.18939972,4.460279942
브뤼셀 내셔널 공항,벨기에,유럽,50.90140152,4.48443985
챨레로이 공항,벨기에,유럽,50.459202,4.45382
리에주 공항,벨기에,유럽,50.63740158,5.443220139
오스텐 브루즈 국제공항,벨기에,유럽,51.19889832,2.862220049
쉐너펠트 국제공항,독일,유럽,52.380001,13.5225
드레스덴 클로츠 공항,독일,유럽,51.13280106,13.76720047
에르푸르트 공항,독일,유럽,50.97980118,10.95810032
프랑크푸르트 국제공항,독일,유럽,50.033333,8.570556
먼스토 오스나브룩 국제공항,독일,유럽,52.13460159,7.684830189
풀쉬비텔 공항,독일,유럽,53.63040161,9.988229752
쾰른 본 공항,독일,유럽,50.86589813,7.142739773
라인 루르 공항,독일,유럽,51.289501,6.76678
뮌헨 국제공항,독일,유럽,48.353802,11.7861
